"","Geo_FIPS","cl2000","cl2010","cl2014","change"
"872",6081609700,1,3,1,2
"873",6081609700,1,3,1,2
"874",6081609800,0,1,1,1
"875",6081609800,0,1,1,1
"876",6081609900,0,3,1,2
"877",6081610000,0,3,10,2
"878",6081610000,0,3,10,2
"879",6081610100,0,7,9,2
"880",6081610100,0,7,9,2
"881",6081610201,0,8,9,2
"882",6081610202,0,7,4,2
"883",6081610203,0,8,6,2
"884",6081610302,0,5,12,2
"885",6081610303,0,12,13,2
"886",6081610304,0,12,10,2
"887",6081610304,0,12,10,2
"888",6081610304,0,12,10,2
"889",6081610400,0,7,9,2
"890",6081610400,0,7,9,2
"891",6081610500,0,8,9,2
"892",6081610601,0,8,9,2
"893",6081610602,0,12,10,2
"894",6081610700,0,7,12,2
"895",6081610800,0,7,9,2
"896",6081610900,0,7,9,2
"897",6081610900,0,7,9,2
"898",6081611000,0,12,10,2
"899",6081611000,0,12,10,2
"900",6081611000,0,12,10,2
"901",6081611100,0,3,1,2
"902",6081611100,0,3,1,2
"903",6081611300,0,3,1,2
"904",6081611400,1,1,1,0
"905",6081611500,1,1,1,0
"906",6081611600,1,1,1,0
"907",6081611700,0,8,6,2
"908",6081611700,0,8,6,2
"909",6081611700,0,8,6,2
"910",6081611700,0,8,6,2
"911",6081611800,0,8,6,2
"912",6081611800,0,8,6,2
"913",6081611900,0,8,9,2
"914",6081612000,0,8,6,2
"915",6081612000,0,8,6,2
"916",6081612100,0,7,9,2
"917",6081612500,1,3,1,2
"918",6081612500,0,3,1,2
"919",6081612600,0,3,1,2
"920",6081612700,1,1,1,0
"921",6081612800,1,1,1,0
"922",6081612900,1,1,1,0
"923",6081613000,1,1,1,0
"924",6081613200,1,1,1,0
"925",6081613300,1,1,1,0
"926",6081613300,0,1,1,1
"927",6081613400,1,1,1,0
"928",6081613501,0,12,10,2
"929",6081613502,0,1,14,2
"930",6081613600,0,1,14,2
"931",6081613700,0,12,10,2
"932",6081613800,0,3,14,2
"933",6085500100,0,7,9,2
"934",6085500200,0,5,3,2
"935",6085500200,0,5,3,2
"936",6085500300,0,5,5,1
"937",6085500400,0,7,10,2
"938",6085500500,0,12,1,2
"939",6085500600,0,7,10,2
"940",6085500800,0,5,5,1
"941",6085500901,0,7,4,2
"942",6085500902,3,7,4,2
"943",6085501000,0,7,9,2
"944",6085501200,0,7,9,2
"945",6085501300,2,4,3,2
"946",6085501501,0,8,9,2
"947",6085501502,0,8,9,2
"948",6085501600,0,7,3,2
"949",6085501700,0,8,9,2
"950",6085501700,0,8,9,2
"951",6085501800,0,12,9,2
"952",6085501800,0,12,9,2
"953",6085501900,0,7,5,2
"954",6085501900,0,7,5,2
"955",6085502001,0,7,9,2
"956",6085502002,0,8,9,2
"957",6085502101,0,12,10,2
"958",6085502102,0,7,9,2
"959",6085502201,0,7,12,2
"960",6085502201,0,7,12,2
"961",6085502202,0,12,2,2
"962",6085502400,0,3,14,2
"963",6085502400,0,3,14,2
"964",6085502500,0,3,1,2
"965",6085502601,0,3,1,2
"966",6085502701,0,3,10,2
"967",6085502702,0,12,10,2
"968",6085502800,0,12,10,2
"969",6085502901,0,3,10,2
"970",6085502902,0,3,10,2
"971",6085502903,0,3,1,2
"972",6085502906,0,12,12,1
"973",6085502906,0,12,12,1
"974",6085502907,0,12,10,2
"975",6085502908,0,3,10,2
"976",6085502908,0,3,10,2
"977",6085502909,0,12,10,2
"978",6085502910,0,5,10,2
"979",6085503001,0,3,1,2
"980",6085503002,0,3,10,2
"981",6085503003,0,12,10,2
"982",6085503105,0,10,8,2
"983",6085503108,0,5,10,2
"984",6085503110,0,8,9,2
"985",6085503111,0,10,9,2
"986",6085503112,0,7,12,2
"987",6085503113,0,8,9,2
"988",6085503115,0,12,10,2
"989",6085503116,0,12,10,2
"990",6085503116,0,12,10,2
"991",6085503204,0,10,9,2
"992",6085503207,0,10,10,1
"993",6085503208,0,10,9,2
"994",6085503210,0,10,9,2
"995",6085503211,0,10,9,2
"996",6085503212,0,10,10,1
"997",6085503213,0,10,8,2
"998",6085503214,0,10,9,2
"999",6085503217,0,8,9,2
"1000",6085503218,0,8,9,2
"1001",6085503304,0,10,9,2
"1002",6085503305,0,10,9,2
"1003",6085503306,0,8,9,2
"1004",6085503312,0,10,10,1
"1005",6085503313,0,12,10,2
"1006",6085503315,0,10,10,1
"1007",6085503321,0,10,10,1
"1008",6085503322,0,10,10,1
"1009",6085503323,0,10,10,1
"1010",6085503324,0,10,10,1
"1011",6085503325,0,10,10,1
"1012",6085503326,0,12,13,2
"1013",6085503327,0,10,12,2
"1014",6085503401,0,8,9,2
"1015",6085503402,0,8,9,2
"1016",6085503504,0,8,9,2
"1017",6085503506,0,8,9,2
"1018",6085503507,0,8,9,2
"1019",6085503508,0,8,9,2
"1020",6085503509,0,10,9,2
"1021",6085503510,0,8,9,2
"1022",6085503511,0,10,9,2
"1023",6085503601,0,8,9,2
"1024",6085503602,0,8,9,2
"1025",6085503703,0,8,9,2
"1026",6085503707,0,10,9,2
"1027",6085503708,0,10,10,1
"1028",6085503709,0,10,9,2
"1029",6085503802,0,10,9,2
"1030",6085503803,0,10,10,1
"1031",6085503804,0,10,9,2
"1032",6085504001,0,8,9,2
"1033",6085504002,0,8,9,2
"1034",6085504101,0,8,9,2
"1035",6085504102,0,8,9,2
"1036",6085504201,0,12,10,2
"1037",6085504202,0,12,10,2
"1038",6085504307,0,10,10,1
"1039",6085504308,0,10,10,1
"1040",6085504311,0,12,13,2
"1041",6085504314,0,10,10,1
"1042",6085504316,0,10,10,1
"1043",6085504318,0,10,8,2
"1044",6085504319,0,10,10,1
"1045",6085504320,0,10,10,1
"1046",6085504321,0,10,10,1
"1047",6085504410,0,10,10,1
"1048",6085504411,0,10,10,1
"1049",6085504412,0,10,10,1
"1050",6085504412,0,10,10,1
"1051",6085504413,0,12,10,2
"1052",6085504414,0,12,13,2
"1053",6085504415,0,12,10,2
"1054",6085504416,0,12,10,2
"1055",6085504418,0,10,10,1
"1056",6085504418,0,10,10,1
"1057",6085504420,0,12,10,2
"1058",6085504421,0,10,10,1
"1059",6085504422,0,10,12,2
"1060",6085504504,0,12,10,2
"1061",6085504505,0,10,10,1
"1062",6085504506,0,12,10,2
"1063",6085504507,0,10,10,1
"1064",6085504602,0,8,9,2
"1065",6085504602,0,8,9,2
"1066",6085504802,0,10,12,2
"1067",6085504803,0,5,15,2
"1068",6085504805,0,5,12,2
"1069",6085504806,0,10,12,2
"1070",6085504901,2,12,15,2
"1071",6085505001,0,12,10,2
"1072",6085505001,0,12,10,2
"1073",6085505007,0,10,12,2
"1074",6085505100,0,5,5,1
"1075",6085505202,0,7,9,2
"1076",6085505202,0,7,9,2
"1077",6085505203,0,7,5,2
"1078",6085505301,0,10,12,2
"1079",6085505302,0,12,10,2
"1080",6085505303,0,7,12,2
"1081",6085505304,0,12,10,2
"1082",6085505305,0,10,10,1
"1083",6085505401,0,5,15,2
"1084",6085505402,0,10,10,1
"1085",6085505403,0,5,12,2
"1086",6085505500,0,10,10,1
"1087",6085505600,0,5,3,2
"1088",6085505700,0,5,2,2
"1089",6085505800,0,3,10,2
"1090",6085505900,0,5,10,2
"1091",6085506000,0,12,10,2
"1092",6085506101,0,12,10,2
"1093",6085506102,0,12,13,2
"1094",6085506103,0,12,13,2
"1095",6085506202,0,12,13,2
"1096",6085506203,0,5,15,2
"1097",6085506204,0,10,10,1
"1098",6085506301,0,5,12,2
"1099",6085506302,0,12,10,2
"1100",6085506304,0,7,5,2
"1101",6085506305,0,7,9,2
"1102",6085506401,0,5,12,2
"1103",6085506402,0,5,12,2
"1104",6085506501,0,7,9,2
"1105",6085506502,0,12,2,2
"1106",6085506503,0,5,12,2
"1107",6085506601,0,10,10,1
"1108",6085506603,0,12,10,2
"1109",6085506604,0,12,13,2
"1110",6085506605,0,10,12,2
"1111",6085506606,0,4,10,2
"1112",6085506701,0,12,13,2
"1113",6085506702,0,10,10,1
"1114",6085506703,0,12,10,2
"1115",6085506801,0,3,2,2
"1116",6085506802,0,12,14,2
"1117",6085506802,0,12,14,2
"1118",6085506803,0,12,10,2
"1119",6085506803,0,12,10,2
"1120",6085506804,0,1,1,1
"1121",6085506900,0,1,1,1
"1122",6085507001,1,3,1,2
"1123",6085507002,1,1,1,0
"1124",6085507100,0,3,2,2
"1125",6085507203,0,3,2,2
"1126",6085507205,0,3,1,2
"1127",6085507206,0,1,1,1
"1128",6085507301,1,1,13,1
"1129",6085507302,1,1,1,0
"1130",6085507401,0,12,13,2
"1131",6085507402,0,1,13,2
"1132",6085507500,0,12,13,2
"1133",6085507600,1,12,13,2
"1134",6085507701,0,12,13,2
"1135",6085507702,0,12,13,2
"1136",6085507703,0,12,13,2
"1137",6085507805,0,12,10,2
"1138",6085507806,0,12,15,2
"1139",6085507807,0,12,13,2
"1140",6085507808,0,12,13,2
"1141",6085507903,0,12,13,2
"1142",6085507904,0,12,13,2
"1143",6085507905,0,12,15,2
"1144",6085507906,0,12,13,2
"1145",6085508001,0,12,15,2
"1146",6085508101,0,12,13,2
"1147",6085508102,0,12,15,2
"1148",6085508202,0,12,13,2
"1149",6085508203,0,12,13,2
"1150",6085508204,0,12,13,2
"1151",6085508301,0,1,13,2
"1152",6085508303,1,1,13,1
"1153",6085508304,0,5,15,2
"1154",6085508401,0,12,13,2
"1155",6085508403,0,1,13,2
"1156",6085508404,0,12,13,2
"1157",6085508503,0,5,15,2
"1158",6085508504,0,5,5,1
"1159",6085508505,0,12,13,2
"1160",6085508601,0,12,10,2
"1161",6085508602,0,5,12,2
"1162",6085508703,0,5,10,2
"1163",6085508704,0,5,12,2
"1164",6085508800,0,7,12,2
"1165",6085508900,0,7,9,2
"1166",6085509000,0,10,9,2
"1167",6085509102,0,5,15,2
"1168",6085509102,0,5,15,2
"1169",6085509105,0,5,12,2
"1170",6085509106,0,5,10,2
"1171",6085509107,0,7,5,2
"1172",6085509108,0,5,12,2
"1173",6085509109,0,12,2,2
"1174",6085509109,0,12,2,2
"1175",6085509201,0,5,2,2
"1176",6085509202,0,4,13,2
"1177",6085509302,0,1,10,2
"1178",6085509303,0,5,12,2
"1179",6085509304,0,5,12,2
"1180",6085509401,0,5,5,1
"1181",6085509403,0,7,5,2
"1182",6085509404,0,5,12,2
"1183",6085509500,0,5,12,2
"1184",6085509600,0,1,2,2
"1185",6085509700,0,3,2,2
"1186",6085509801,0,1,1,1
"1187",6085509802,0,12,10,2
"1188",6085509901,0,3,1,2
"1189",6085509902,0,1,1,1
"1190",6085510001,1,1,1,0
"1191",6085510002,1,1,13,1
"1192",6085510100,1,1,1,0
"1193",6085510200,1,1,1,0
"1194",6085510300,1,3,1,2
"1195",6085510400,1,1,1,0
"1196",6085510500,1,1,1,0
"1197",6085510600,1,1,1,0
"1198",6085510700,0,1,2,2
"1199",6085510801,1,1,1,0
"1200",6085510802,1,3,1,2
"1201",6085510803,1,1,1,0
"1202",6085510900,1,1,1,0
"1203",6085511000,1,1,1,0
"1204",6085511100,1,1,1,0
"1205",6085511200,1,1,1,0
"1206",6085511400,1,1,1,0
"1207",6085511500,1,1,1,0
"1208",6085511701,1,1,1,0
"1209",6085511702,1,1,1,0
"1210",6085511800,0,1,1,1
"1211",6085511800,0,1,1,1
"1212",6085511905,0,1,10,2
"1213",6085511907,0,12,13,2
"1214",6085511909,0,12,13,2
"1215",6085511910,0,1,1,1
"1216",6085511911,0,12,10,2
"1217",6085511911,0,12,10,2
"1218",6085511912,0,12,13,2
"1219",6085511913,0,12,13,2
"1220",6085511914,0,1,13,2
"1221",6085512001,0,12,10,2
"1222",6085512005,0,12,10,2
"1223",6085512017,0,10,9,2
"1224",6085512019,0,12,10,2
"1225",6085512020,0,7,10,2
"1226",6085512021,0,12,10,2
"1227",6085512021,0,12,10,2
"1228",6085512022,0,7,12,2
"1229",6085512023,0,10,9,2
"1230",6085512024,0,12,10,2
"1231",6085512026,0,10,10,1
"1232",6085512026,0,10,10,1
"1233",6085512026,0,10,10,1
"1234",6085512027,0,7,9,2
"1235",6085512029,0,12,10,2
"1236",6085512030,0,12,10,2
"1237",6085512031,0,12,10,2
"1238",6085512032,0,12,10,2
"1239",6085512032,0,12,10,2
"1240",6085512033,0,12,12,1
"1241",6085512034,0,12,10,2
"1242",6085512035,0,12,10,2
"1243",6085512100,0,12,10,2
"1244",6085512100,0,12,10,2
"1245",6085512200,0,3,10,2
"1246",6085512200,0,3,10,2
"1247",6085512305,0,12,10,2
"1248",6085512307,0,12,10,2
"1249",6085512308,0,12,10,2
"1250",6085512309,0,3,10,2
"1251",6085512401,0,10,10,1
"1252",6085512402,0,12,10,2
"1253",6085512503,0,12,10,2
"1254",6085512505,0,10,12,2
"1255",6085512506,0,7,12,2
"1256",6085512508,0,12,12,1
"1257",6085512602,0,10,12,2
"1258",6095250200,0,7,3,2
"1259",6095250300,0,12,9,2
"1260",6095250400,0,12,9,2
"1261",6095250501,0,8,3,2
"1262",6095250502,0,12,9,2
"1263",6095250502,0,12,9,2
"1264",6095250601,0,12,9,2
"1265",6095250701,0,3,9,2
"1266",6095250900,3,3,6,1
"1267",6095251000,2,3,3,1
"1268",6095251100,2,8,6,2
"1269",6095251200,2,3,6,2
"1270",6095251300,0,3,3,1
"1271",6095251400,0,12,3,2
"1272",6095251400,2,12,3,2
"1273",6095251400,0,12,3,2
"1274",6095251500,2,3,6,2
"1275",6095251600,2,3,3,1
"1276",6095251701,2,3,3,1
"1277",6095251702,2,12,12,1
"1278",6095251802,0,7,8,2
"1279",6095251803,0,8,12,2
"1280",6095251804,0,10,12,2
"1281",6095251901,2,3,9,2
"1282",6095251902,0,10,12,2
"1283",6095251903,0,12,12,1
"1284",6095252000,0,3,10,2
"1285",6095252102,0,12,12,1
"1286",6095252103,0,12,12,1
"1287",6095252104,0,12,10,2
"1288",6095252106,0,12,10,2
"1289",6095252107,0,12,10,2
"1290",6095252108,0,12,10,2
"1291",6095252201,0,12,10,2
"1292",6095252202,0,12,10,2
"1293",6095252305,0,12,12,1
"1294",6095252306,0,12,12,1
"1295",6095252401,0,8,6,2
"1296",6095252402,0,8,6,2
"1297",6095252501,0,8,6,2
"1298",6095252502,2,2,3,1
"1299",6095252502,0,2,3,2
"1300",6095252604,0,3,3,1
"1301",6095252605,0,3,6,2
"1302",6095252606,0,3,6,2
"1303",6095252607,0,3,6,2
"1304",6095252608,0,8,6,2
"1305",6095252702,0,12,12,1
"1306",6095252703,0,12,12,1
"1307",6095252704,0,10,12,2
"1308",6095252705,0,12,12,1
"1309",6095252706,0,12,12,1
"1310",6095252707,0,8,9,2
"1311",6095252903,0,12,14,2
"1312",6095252904,0,12,12,1
"1313",6095252908,0,12,12,1
"1314",6095252909,0,12,10,2
"1315",6095252910,0,12,10,2
"1316",6095253101,0,12,3,2
"1317",6095253105,0,7,12,2
"1318",6095253106,0,12,12,1
"1319",6095253107,0,12,12,1
"1320",6095253108,0,12,12,1
"1321",6095253201,0,12,10,2
"1322",6095253203,0,7,3,2
"1323",6095253300,0,12,12,1
"1324",6095253402,0,12,12,1
"1325",6095253500,0,12,12,1
"1326",6097150100,0,3,1,2
"1327",6097150202,0,3,14,2
"1328",6097150303,0,3,14,2
"1329",6097150304,0,12,12,1
"1330",6097150500,0,3,14,2
"1331",6097150601,0,12,9,2
"1332",6097150602,0,12,10,2
"1333",6097150603,0,12,12,1
"1334",6097150701,0,7,10,2
"1335",6097150702,0,1,14,2
"1336",6097150800,0,3,14,2
"1337",6097150901,0,7,9,2
"1338",6097150902,0,3,14,2
"1339",6097151000,0,3,12,2
"1340",6097151100,0,3,14,2
"1341",6097151201,0,3,12,2
"1342",6097151203,0,7,12,2
"1343",6097151203,0,7,12,2
"1344",6097151204,0,7,12,2
"1345",6097151204,0,7,12,2
"1346",6097151301,0,7,12,2
"1347",6097151305,0,7,9,2
"1348",6097151306,0,7,12,2
"1349",6097151307,0,12,12,1
"1350",6097151308,0,12,12,1
"1351",6097151308,0,12,12,1
"1352",6097151309,0,12,12,1
"1353",6097151310,0,7,12,2
"1354",6097151311,0,12,12,1
"1355",6097151401,0,8,12,2
"1356",6097151402,0,8,9,2
"1357",6097151502,0,7,12,2
"1358",6097151503,0,3,1,2
"1359",6097151504,0,12,12,1
"1360",6097151700,0,7,12,2
"1361",6097151700,0,7,12,2
"1362",6097151800,0,3,14,2
"1363",6097151900,0,7,9,2
"1364",6097152000,0,2,3,2
"1365",6097152100,0,7,3,2
"1366",6097152201,0,7,3,2
"1367",6097152202,0,7,12,2
"1368",6097152203,0,7,3,2
"1369",6097152300,0,3,14,2
"1370",6097152400,0,3,1,2
"1371",6097152501,0,7,12,2
"1372",6097152502,0,12,12,1
"1373",6097152600,0,12,14,2
"1374",6097152701,0,3,12,2
"1375",6097152702,0,3,12,2
"1376",6097152801,0,12,12,1
"1377",6097152802,0,7,9,2
"1378",6097152903,0,8,12,2
"1379",6097152904,0,7,12,2
"1380",6097153001,0,7,12,2
"1381",6097153002,0,8,9,2
"1382",6097153003,0,7,12,2
"1383",6097153005,0,12,10,2
"1384",6097153006,0,12,12,1
"1385",6097153102,0,8,9,2
"1386",6097153200,0,12,12,1
"1387",6097153300,0,12,12,1
"1388",6097153401,0,3,14,2
"1389",6097153403,0,3,14,2
"1390",6097153404,0,3,14,2
"1391",6097153501,0,3,14,2
"1392",6097153502,0,3,14,2
"1393",6097153600,0,3,14,2
"1394",6097153703,0,3,3,1
"1395",6097153704,0,3,3,1
"1396",6097153705,0,3,3,1
"1397",6097153706,0,3,14,2
"1398",6097153801,0,12,10,2
"1399",6097153901,0,3,12,2
"1400",6097153901,0,3,12,2
"1401",6097153902,0,7,12,2
"1402",6097153903,0,3,14,2
"1403",6097154000,0,3,14,2
"1404",6097154100,0,12,14,2
"1405",6097154302,0,3,14,2
